ISIN,COMPANY_NAME,EXCHANGE_LISTING,NSE_SYMBOL,BSE_SCRIP_CD,BSE_SCRIP_ID
INE280B01018,Elantas Beck India Limited,both nse/bse,ELANTAS,500123,ELANTAS
INE668G01021,Eldeco Housing And Industries Limited,both nse/bse,ELDEHSG,523329,ELDEHSG
INE205B01031,Elecon Engineering Company Limited,both nse/bse,ELECON,505700,ELECON
INE02YR01019,Electronics Mart India Limited,both nse/bse,EMIL,543626,EMIL
INE086A01029,Electrosteel Castings Limited,both nse/bse,ELECTCAST,500128,ELECTCAST
INE822G01016,Electrotherm (India) Limited,both nse/bse,ELECTHERM,526608,ELECTHERM
INE152E01013,Elegant Floriculture & Agrotech India Ltd,bse,,526473,ELEFLOR
INE095B01010,Elegant Marbles & Grani Industries Ltd,bse,,526705,ELEMARB
INE1FEW01013,Elfin Agro India Ltd,bse,,544724,ELFIN
INE285A01027,Elgi Equipments Limited,both nse/bse,ELGIEQUIP,522074,ELGIEQUIP
INE819L01012,Elgi Rubber Company Limited,nse,ELGIRUBCO,,
INE050401020,Elin Electronics Limited,both nse/bse,ELIN,543725,ELIN
INE669R01026,Elitecon International Limited,both nse/bse,ELITECON,539533,ELITECON
INE785D01012,Elixir Capital Ltd,bse,,531278,ELIXIR
INE236E01022,Ellenbarrie Industrial Gases Limited,both nse/bse,ELLEN,544421,ELLEN
INE033C01019,Elnet Technologies Ltd-$,bse,,517477,ELNET
INE579B01039,Elpro International Limited,both nse/bse,ELPROINTL,504000,ELPROINTL
INE279D01016,EMA India Ltd,bse,,522027,EMAINDIA
INE548C01032,Emami Limited,both nse/bse,EMAMILTD,531162,EMAMILTD
INE830C01026,Emami Paper Mills Limited,both nse/bse,EMAMIPAP,533208,EMAMIPAP
INE778K01012,Emami Realty Limited,both nse/bse,EMAMIREAL,533218,EMAMIREAL
INE069I01010,Embassy Developments Limited,both nse/bse,EMBDL,532832,EMBDL
INE168P01015,Emcure Pharmaceuticals Limited,both nse/bse,EMCURE,544210,EMCURE
INE030Q01015,Emerald Finance Ltd,bse,,538882,EMERALD
INE044N01021,Emerald Leisures Ltd,bse,,507265,EMERALL
INE668L01013,Emergent Industrial Solutions Ltd,bse,,506180,EMERGENT
INE1OSW01015,Emiac Technologies Ltd,bse,,544747,EMIAC
INE296H01011,Emkay Global Financial Services Limited,both nse/bse,EMKAY,532737,EMKAY
INE753K01015,Emmbi Industries Limited,both nse/bse,EMMBI,533161,EMMBI
INE634B01016,Emmessar Biotech & Nutrition Ltd,bse,,524768,EMMESSA
INE0SDC01012,Emmforce Autotech Ltd,bse,,544166,EMMFORCE
INE1C6T01020,Emmvee Photovoltaic Power Limited,both nse/bse,EMMVEE,544608,EMMVEE
INE515H01014,Empire Industries Ltd,bse,,509525,EMPIND
INE507F01023,Empower India Limited,both nse/bse,EMPOWER,504351,EMPOWER
INE554H01021,Emrock Corporation Ltd,bse,,531676,EMROCK
INE0OV601013,EMS Limited,both nse/bse,EMSLIMITED,543983,EMSLIMITED
INE01QM01018,eMudhra Limited,both nse/bse,EMUDHRA,543533,EMUDHRA
INE993I01029,Enbee Trade & Finance Ltd,bse,,512441,ENBETRD
INE900O01014,Encode Packaging India Ltd,bse,,530733,ENCODE
INE913H01037,Endurance Technologies Limited,both nse/bse,ENDURANCE,540153,ENDURANCE
INE306C01019,Energy Development Company Limited,both nse/bse,ENERGYDEV,532219,ENERGYDEV
INE510A01028,Engineers India Limited,both nse/bse,ENGINERSIN,532178,ENGINERSIN
INE130L01014,Enkei Wheels (India) Ltd,bse,,533477,ENKEIWHEL
INE010601016,Entero Healthcare Solutions Limited,both nse/bse,ENTERO,544122,ENTERO
INE439G01019,Enterprise International Ltd,bse,,526574,ENTRINT
INE265F01028,Entertainment Network (India) Limited,both nse/bse,ENIL,532700,ENIL
INE601C01013,Envair Electrodyne Ltd,bse,,500246,ENVAIREL
INE0LLY01014,Enviro Infra Engineers Limited,both nse/bse,EIEL,544290,EIEL
INE0D2I01014,EP Biocomposites Ltd,bse,,543595,EPBIO
INE0G5901015,EPACK Durable Limited,both nse/bse,EPACK,544095,EPACK
INE0MLS01022,EPack Prefab Technologies Limited,both nse/bse,EPACKPEB,544540,EPACKPEB
INE932F01015,EPIC Energy Ltd-$,bse,,530407,EPIC
INE071N01016,Epigral Limited,both nse/bse,EPIGRAL,543332,EPIGRAL
INE255A01020,EPL Limited,both nse/bse,EPL,500135,EPL
INE601F01016,Epsom Properties Ltd,bse,,531155,EPSOMPRO
INE807D01030,Epuja Spiritech Ltd,bse,,532092,EPUJA
INE060N01019,Equilateral Enterprises Ltd,bse,,531262,EQUILATERA
INE217G01035,Equippp Social Impact Technologies Limited,both nse/bse,EQUIPPP,590057,EQUIPPP
INE063P01018,Equitas Small Finance Bank Limited,both nse/bse,EQUITASBNK,543243,EQUITASBNK
INE406M01024,Eris Lifesciences Limited,both nse/bse,ERIS,540596,ERIS
INE308B01017,ERP Soft Systems Ltd,bse,,530909,ERPSOFT
INE404L01039,Esaar India Ltd,bse,,531502,ESARIND
INE284A01012,Esab India Limited,both nse/bse,ESABINDIA,500133,ESABINDIA
INE818W01011,ESAF Small Finance Bank Limited,both nse/bse,ESAFSFB,544020,ESAFSFB
INE953W01016,Escorp Asset Management Ltd,bse,,540455,ESCORP
INE042A01014,Escorts Kubota Limited,both nse/bse,ESCORTS,500495,ESCORTS
INE328F01016,Esha Media Research Ltd,bse,,531259,ESHAMEDIA
INE176O01011,Espire Hospitality Limited,bse,,532016,ESPIRE
INE0HMN01013,Esquire Money Guarantees Ltd,bse,,512439,ESQRMON
INE122M01019,Essar Shipping Limited,both nse/bse,ESSARSHPNG,533704,ESSARSHPNG
INE1IBY01019,Essex Marine Ltd,bse,,544475,ESSEX
INE778B01029,Ester Industries Limited,both nse/bse,ESTER,500136,ESTER
INE758T01015,ETERNAL LIMITED,both nse/bse,ETERNAL,543320,ETERNAL
INE04TZ01018,Ethos Limited,both nse/bse,ETHOSLTD,543532,ETHOSLTD
INE0PYT01018,Euphoria Infotech (India) Ltd,bse,,544094,EUPHORIAIT
INE0KCE01017,Eureka Forbes Limited,both nse/bse,EUREKAFORB,543482,EUREKAFORB
INE958A01011,Eureka Industries Ltd,bse,,521137,EUREKAI
INE546V01010,Euro India Fresh Foods Limited,nse,EIFFL,,
INE940E01011,Euro Leder Fashion Ltd,bse,,526468,EUROLED
INE505V01016,Euro Panel Products Limited,both nse/bse,EUROBOND,544461,EUROBOND
INE198501012,Euro Pratik Sales Limited,both nse/bse,EUROPRATIK,544519,EUROPRATIK
INE022C01012,Eurotex Industries and Exports Limited,both nse/bse,EUROTEXIND,521014,EUROTEXIND
INE06TD01010,Evans Electric Ltd,bse,,542668,EVANS
INE128A01029,Eveready Industries India Limited,both nse/bse,EVEREADY,531508,EVEREADY
INE295A01018,Everest Industries Limited,both nse/bse,EVERESTIND,508906,EVERESTIND
INE184H01027,Everest Kanto Cylinder Limited,both nse/bse,EKC,532684,EKC
INE334C01029,Everest Organics Ltd,bse,,524790,EVERESTO
INE339D01034,Everlon Financials Ltd,bse,,514358,EVERFIN
INE313M01030,Evexia Lifecare Ltd,bse,,524444,EVEXIA
INE0JVD01011,Evoq Remedies Ltd,bse,,543500,EVOQ
INE1E4401010,Exato Technologies Ltd,bse,,544626,EXATO
INE369A01029,Excel Industries Limited,both nse/bse,EXCELINDUS,500650,EXCELINDUS
INE606N01019,Excelsoft Technologies Limited,both nse/bse,EXCELSOFT,544617,EXCELSOFT
INE0O8901016,Exhicon Events Media Solutions Ltd,bse,,543895,EXHICON
INE777F01014,Exicom Tele-Systems Limited,both nse/bse,EXICOM,544133,EXICOM
INE302A01020,Exide Industries Limited,both nse/bse,EXIDEIND,500086,EXIDEIND
INE201K01015,Expleo Solutions Limited,both nse/bse,EXPLEOSOL,533121,EXPLEOSOL
INE335G01019,Explicit Finance Ltd,bse,,530571,EXPLICITFIN
INE561D01025,Expo Engineering And Projects Ltd,bse,,526614,EXPOEAPL
INE0GFE01026,Exxaro Tiles Limited,both nse/bse,EXXARO,543327,EXXARO
INE750G01019,Eyantra Ventures Ltd,bse,,512099,EY
INE108T01021,F Mec International Financial Services Ltd,bse,,539552,FMEC
INE0Q9W01015,Faalcon Concepts Ltd,bse,,544164,FAALCON
INE0DRT01018,Fabino Enterprises Ltd,bse,,543444,FABINO
INE0HSD01011,Fabtech Technologies Cleanrooms Ltd,bse,,544332,FABCLEAN
INE0HF201011,Fabtech Technologies Limited,both nse/bse,FABTECH,544558,FABTECH
INE828G01013,Facor Alloys Ltd,bse,,532656,FACORALL
INE0DNW01011,Fairchem Organics Limited,both nse/bse,FAIRCHEMOR,543252,FAIRCHEMOR
INE146N01016,Family Care Hospitals Ltd,bse,,516110,FAMILYCARE
INE963C01033,Faze Three Limited,both nse/bse,FAZE3Q,530079,FAZE3Q
INE512B01022,FCS Software Solutions Limited,both nse/bse,FCSSOFT,532666,FCSSOFT
INE258B01022,FDC Limited,both nse/bse,FDC,531599,FDC
INE007N01010,Fedbank Financial Services Limited,both nse/bse,FEDFINA,544027,FEDFINA
INE417D01020,Fedders Holding Limited,both nse/bse,FEDDERSHOL,511628,FEDDERSHOL
INE529A01010,Federal-Mogul Goetze (India) Limited.,both nse/bse,FMGOETZE,505744,FMGOETZE
INE225B01021,Fermenta Biotech Limited,both nse/bse,FERMENTA,506414,FERMENTA
INE188A01015,Fertilizers and Chemicals Travancore Limited,both nse/bse,FACT,590024,FACT
INE258M01011,Fervent Synergies Ltd,bse,,533896,FERVENTSYN
INE512A01016,FGP Ltd,bse,,500142,FGP
INE296C01020,Fiberweb (India) Limited,both nse/bse,FIBERWEB,507910,FIBERWEB
INE737H01014,Fiem Industries Limited,both nse/bse,FIEMIND,532768,FIEMIND
INE185E01021,Filatex Fashions Limited,both nse/bse,FILATFASH,532022,FILATFASH
INE816B01035,Filatex India Limited,both nse/bse,FILATEX,526227,FILATEX
INE600B01033,Filmcity Media Ltd,bse,,531486,FILME
INE541R01019,Filtra Consultants and Engineers Ltd,bse,,539098,FILTRA
INE589N01017,Filtron Engineers Ltd,bse,,531191,FILTRON
INE087E01011,Fine Line Circuits Ltd,bse,,517264,FINELINE
INE686Y01026,Fine Organic Industries Limited,both nse/bse,FINEORG,541557,FINEORG
INE0QOQ01013,Finelistings Technologies Ltd,bse,,544173,FTL
INE045J01034,Fineotex Chemical Limited,both nse/bse,FCL,533333,FCL
INE734I01027,Finkurve Financial Services Limited,both nse/bse,FINKURVE,508954,FINKURVE
INE02NC01014,Fino Payments Bank Limited,both nse/bse,FINOPB,543386,FINOPB
INE235A01022,Finolex Cables Limited,both nse/bse,FINCABLES,500144,FINCABLES
INE183A01024,Finolex Industries Limited,both nse/bse,FINPIPE,500940,FINPIPE
INE609B01018,First Custodian Fund India Ltd,bse,,511122,1STCUS
INE683B01047,First Fintec Ltd,bse,,532379,FIRSTFIN
INE684F01012,Firstsource Solutions Limited,both nse/bse,FSL,532809,FSL
INE771F01041,Fischer Medical Ventures Limited,both nse/bse,FISCHER,524743,FISCHER
INE128S01021,Five-Star Business Finance Limited,both nse/bse,FIVESTAR,543663,FIVESTAR
INE00Y201027,Flair Writing Industries Limited,both nse/bse,FLAIR,544030,FLAIR
INE954B01018,Flex Foods Ltd-$,bse,,523672,FLEXFO
INE060J01017,Flexituff Ventures International Limited,both nse/bse,FLEXITUFF,533638,FLEXITUFF
INE952M01019,Flomic Global Logistics Ltd,bse,,504380,FLOMIC
INE318U01016,Flora Corporation Ltd,bse,,540267,FLORACORP
INE459C01016,Fluidomat Ltd,bse,,522017,FLUIDOM
INE0DXR01010,Focus Business Solution Ltd,bse,,543312,FOCUS
INE593W01028,Focus Lighting and Fixtures Limited,nse,FOCUS,,
INE0L3H01014,Fone4 Communications (India) Ltd,bse,,543521,FONE4
INE976E01023,Foods & Inns Limited,both nse/bse,FOODSIN,507552,FOODSIN
INE518A01013,Forbes & Company Ltd-$,bse,,502865,FORBESCO
INE0TT901016,Forbes Precision Tools and Machine Parts Ltd,bse,,544186,TOTEM
INE451A01017,FORCE MOTORS LTD,both nse/bse,FORCEMOT,500033,FORCEMOT
INE061F01013,Fortis Healthcare Limited,both nse/bse,FORTIS,532843,FORTIS
INE842B01015,Fortis Malar Hospitals Ltd,bse,,523696,FORTISMLR
INE501D01013,Fortune International Ltd,bse,,530213,FORINTL
INE599F01020,Foseco Crucible (India) Ltd,bse,,523160,FOSECOC
INE519A01011,Foseco India Limited,both nse/bse,FOSECOIND,500150,FOSECOIND
INE617C01027,Foundry Fuel Products Ltd,bse,,513579,FFPL
INE739B01039,Fourth Generation Information Systems Ltd,bse,,532403,4THGEN
INE212S01015,Fractal Analytics Limited,both nse/bse,FRACTAL,544700,FRACTAL
INE1W3Q01011,Fractal Industries Ltd,bse,,544707,FIL
INE789R01022,Franklin Industries Ltd,bse,,540190,FRANKLININD
INE399S01010,Franklin Leasing and Finance Ltd,bse,,539839,FRANKLIN
INE184Q01010,Fraser and Company Ltd,bse,,539032,FRASER
INE401Z01019,Fratelli Vineyards Ltd,bse,,541741,FRATELLI
INE194R01017,Fredun Pharmaceuticals Ltd,bse,,539730,FREDUN
INE977E01013,Frontier Capital Ltd,bse,,508980,FRONTCAP
INE572D01014,Frontier Springs Limited,both nse/bse,FRONTSP,522195,FRONTSP
INE092D01013,Frontline Corporation Ltd,bse,,532042,FRONTCORP
INE776R01011,Frontline Financial Services Ltd,bse,,531685,FRONTFN
INE836C01015,Fruition Venture Ltd,bse,,538568,FRUTION
INE388Y01029,FSN E-Commerce Ventures Limited,both nse/bse,NYKAA,543384,NYKAA
INE12UR01024,Fujiyama Power Systems Limited,both nse/bse,UTLSOLAR,544613,UTLSOLAR
INE365H01014,Fundviser Capital (India) Ltd,bse,,530197,FUNDVISER
INE139R01012,Fusion Finance Limited,both nse/bse,FUSION,543652,FUSION
INE1LMA01010,Fusion Klassroom Edutech Ltd,bse,,544856,KLASSROOM
INE623B01027,Future Enterprises Limited,both nse/bse,FEL,523574,FEL
IN9623B01058,Future Enterprises Limited,both nse/bse,FELDVR,570002,FELDVR
INE452O01016,Future Lifestyle Fashions Limited,both nse/bse,FLFL,536507,FLFL
INE360L01017,Future Market Networks Limited,both nse/bse,FMNL,533296,FMNL
INE425D01015,Futuristic Securities Ltd,bse,,523113,FUTURSEC
INE241F01011,Futuristic Solutions Ltd,bse,,534063,FUTSOL
INE455H01021,Fynx Capital Ltd,bse,,507962,FYNX
INE0E2801015,G M Polyplast Ltd,bse,,543239,GMPL
INE201P01022,G R Infraprojects Limited,both nse/bse,GRINFRA,543317,GRINFRA
INE631D01026,G. G. Dandekar Properties Ltd,bse,,505250,GGDPROP
INE05QJ01015,G. K. P. Printing & Packaging Ltd,bse,,542666,GKP
INE1H1501013,Gabion Technologies India Ltd,bse,,544675,GTIL
INE524A01029,Gabriel India Limited,both nse/bse,GABRIEL,505714,GABRIEL
INE0QZF01012,Gabriel Pet Straps Ltd,bse,,544108,GPSL
INE224E01028,GACM Technologies Limited,both nse/bse,GATECH,531723,GATECH
INE224E01036,GACM Technologies Limited,both nse/bse,GATECHDVR,570005,GATECHDVR
INE837X01027,Gaekwar Mills Ltd,bse,,502850,ZGAEKWAR
INE076D01016,Gagan Gases Ltd,bse,,524624,GAGAN
INE129A01019,GAIL (India) Limited,both nse/bse,GAIL,532155,GAIL
INE868G01019,Gajanan Securities Services Ltd,bse,,538609,GAJANANSEC
INE480S01026,Gala Global Products Ltd,bse,,539228,GGPL
INE0RE001014,Gala Precision Engineering Limited,both nse/bse,GALAPREC,544244,GALAPREC
INE906Y01028,Galactico Corporate Services Ltd,bse,,542802,GALACTICO
INE243E01010,Galada Finance Ltd,bse,,538881,GALADAFIN
INE255C01026,Galada Power & Telecommunication Ltd,bse,,504697,GALADA
INE803L01016,Galaxy Agrico Exports Ltd,bse,,531911,GALAGEX
INE020S01012,Galaxy Bearings Ltd,bse,,526073,GALXBRG
INE403B01016,Galaxy Supermarket Ltd-$,bse,,506186,GSLTD
INE600K01018,Galaxy Surfactants Limited,both nse/bse,GALAXYSURF,540935,GALAXYSURF
INE297H01019,Gallantt Ispat Limited,both nse/bse,GALLANTT,532726,GALLANTT
INE0BUQ01012,Gallard Steel Ltd,bse,,544616,GALLARD
INE755J01012,Gallops Enterprise Ltd,bse,,531902,GALLOPENT
INE890S01026,Gamco Ltd,bse,,540097,GAMCO
INE1GUJ01014,Game Changers Texfab Ltd,bse,,544594,TRADEUNO
INE717W01049,Gandhar Oil Refinery (India) Limited,both nse/bse,GANDHAR,544029,GANDHAR
INE524B01027,Gandhi Special Tubes Limited,both nse/bse,GANDHITUBE,513108,GANDHITUBE
INE388A01029,Ganesh Benzoplast Limited,both nse/bse,GANESHBE,500153,GANESHBE
INE652V01016,Ganesh Consumer Products Limited,both nse/bse,GANESHCP,544528,GANESHCP
INE932M01011,Ganesh Holdings Ltd,bse,,504397,GANHOLD
INE460C01014,GANESH HOUSING LIMITED,both nse/bse,GANESHHOU,526367,GANESHHOU
INE845D01014,Ganesha Ecosphere Limited,both nse/bse,GANECOS,514167,GANECOS
INE369Q01017,Ganesha Ecoverse Ltd,bse,,539041,GANVERSE
INE691Z01023,Ganga Forging Limited,nse,GANGAFORGE,,
INE278O01015,Ganga Papers India Ltd,bse,,531813,GANGAPA
INE615T01017,Ganga Pharmaceuticals Ltd,bse,,539680,GANGAPHARM
INE335W01016,Ganges Securities Limited,both nse/bse,GANGESSECU,540647,GANGESSECU
INE162L01017,Ganon Products Ltd,bse,,512443,GANONPRO
INE721C01019,Garbi Finvest Ltd,bse,,539492,GARBIFIN
INE382Z01011,Garden Reach Shipbuilders & Engineers Limited,both nse/bse,GRSE,542011,GRSE
INE194E01015,Garg Furnace Ltd,bse,,530615,GARGFUR
INE653S01028,Garment Mantra Lifestyle Ltd,bse,,539216,GARMNTMNTR
INE797D01017,Garnet Construction Ltd,bse,,526727,GARNET
INE590B01010,Garnet International Ltd,bse,,512493,GARNETINT
INE0JVO01026,Garuda Construction and Engineering Limited,both nse/bse,GARUDA,544271,GARUDA
INE291A01017,Garware Hi-Tech Films Limited,both nse/bse,GRWRHITECH,500655,GRWRHITECH
INE925D01014,Garware Marine Industries Ltd,bse,,509563,GARWAMAR
INE446C01013,Garware Offshore Services Ltd-$,bse,,501848,GARWAOFFS
INE340D01016,Garware Synthetics Ltd,bse,,514400,GARWSYN
INE276A01018,Garware Technical Fibres Limited,both nse/bse,GARFIBRES,509557,GARFIBRES
INE079J01017,Gateway Distriparks Limited,both nse/bse,GATEWAY,543489,GATEWAY
INE0P8B01020,Gaudium IVF and Women Health Limited,both nse/bse,GAUDIUMIVF,544709,GAUDIUMIVF
INE721X01023,Gautam Exim Ltd,bse,,540613,GEL
INE063Z01017,Gautam Gems Ltd,bse,,540936,GGL
INE052E01015,Gayatri BioOrganics Ltd,bse,,524564,GAYATRIBI
INE287Z01012,Gayatri Highways Limited,both nse/bse,GAYAHWS,541546,GAYAHWS
INE336H01023,Gayatri Projects Limited,both nse/bse,GAYAPROJ,532767,GAYAPROJ
INE622E01023,Gayatri Sugars Ltd,bse,,532183,GAYATRI
INE0RWU01016,GB Logistics Commerce Ltd,bse,,544348,GBLOGISTIC
INE191P01017,GCM Capital Advisors Ltd,bse,,538319,GCMCAPI
INE200P01016,GCM Commodity & Derivatives Ltd,bse,,535917,GCMCOMM
INE168O01026,GCM Securities Ltd,bse,,535431,GCMSECU
INE0QHY01011,Gconnect Logitech and Supply Chain Ltd,bse,,544156,GCONNECT
INE545E01018,GDL Leasing & Finance Ltd,bse,,530855,GDLLEAS
INE878A01011,GE Power India Limited,both nse/bse,GVPIL,532309,GVPIL
INE200A01026,GE Vernova T&D India Limited,both nse/bse,GVT&D,522275,GVT&D
INE064H01021,GEE Ltd,bse,,504028,GEE
INE916G01016,GeeCee Ventures Limited,both nse/bse,GEECEE,532764,GEECEE
INE669X01032,Geekay Wires Limited,nse,GEEKAYWIRE,,
INE06XZ01023,Gem Aromatics Limited,both nse/bse,GEMAROMA,544491,GEMAROMA
INE0RUJ01013,GEM Enviro Management Ltd,bse,,544199,GEMENVIRO
INE165F01020,Gem Spinners India Ltd,bse,,521133,GEMSPIN
INE503D01027,Gemstone Investments Ltd,bse,,531137,GEMSI
INE481Y01014,General Insurance Corporation of India,both nse/bse,GICRE,540755,GICRE
INE854S01022,Generic Engineering Construction and Projects Limited,both nse/bse,GENCON,539407,GENCON
INE727B01026,Genesys International Corporation Limited,both nse/bse,GENESYS,506109,GENESYS
INE509C01026,Gennex Laboratories Ltd,bse,,531739,GENNEX
INE574D01010,Genomic Valley Biotech Ltd,bse,,539206,GVBL
INE861N01036,Genpharmasec Ltd,bse,,531592,GENPHARMA
INE06H201014,Gensol Engineering Limited,both nse/bse,GENSOL,542851,GENSOL
INE949P01018,Genus Paper & Boards Limited,both nse/bse,GENUSPAPER,538961,GENUSPAPER
INE955D01029,Genus Power Infrastructures Limited,both nse/bse,GENUSPOWER,530343,GENUSPOWER
INE256D01014,Genus Prime Infra Ltd,bse,,532425,GENUSPRIME
INE007B01023,Geojit Financial Services Limited,both nse/bse,GEOJITFSL,532285,GEOJITFSL
INE0H1201020,Getalong Enterprise Ltd,bse,,543372,GETALONG
INE538A01037,GFL Limited,both nse/bse,GFLLIMITED,500173,GFLLIMITED
INE493B01017,GG Automotive Gears Ltd,bse,,531399,GGAUTO
INE539A01019,GHCL Limited,both nse/bse,GHCL,500171,GHCL
INE0PA801013,GHCL Textiles Limited,both nse/bse,GHCLTEXTIL,543918,GHCLTEXTIL
INE009U01011,Ghushine Fintrrade Ocean Ltd,bse,,539864,GHUSHINE
INE809Q01020,GHV Infra Projects Ltd,bse,,505504,GHVINFRA
INE063601012,Gian Life Care Ltd,bse,,542918,GIANLIFE
INE289B01019,GIC Housing Finance Limited,both nse/bse,GICHSGFIN,511676,GICHSGFIN
INE918C01029,Gilada Finance & Investments Ltd,bse,,538788,GILADAFINS
INE047B01011,Gillanders Arbuthnot & Company Limited,both nse/bse,GILLANDERS,532716,GILLANDERS
INE322A01010,Gillette India Limited,both nse/bse,GILLETTE,507815,GILLETTE
INE548B01018,Gini Silk Mills Ltd-$,bse,,531744,GINISILK
INE424C01010,Ginni Filaments Limited,both nse/bse,GINNIFILA,590025,GINNIFILA
INE776O01018,Gita Renewable Energy Ltd,bse,,539013,GITARENEW
INE131D01019,GK Consultants Ltd,bse,,531758,GKCONS
INE1AG301022,GK Energy Limited,both nse/bse,GKENERGY,544525,GKENERGY
INE265D01015,GKB Ophthalmics Ltd,bse,,533212,GKB
INE528A01020,GKW Limited,nse,GKWLIMITED,,
INE03CM01014,Glaam Up Jwel Ltd,bse,,542477,GLAAMUP
INE580D01017,Glance Finance Ltd,bse,,531199,GLANCE
INE068V01023,Gland Pharma Limited,both nse/bse,GLAND,543245,GLAND
INE159A01016,GlaxoSmithKline Pharmaceuticals Limited,both nse/bse,GLAXO,500660,GLAXO
INE0UMC01019,Glen Industries Ltd,bse,,544444,GLEN
INE935A01035,Glenmark Pharmaceuticals Limited,both nse/bse,GLENMARK,532296,GLENMARK
INE741B01027,Glittek Granites Ltd,bse,,513528,GLITTEKG
INE062C01042,Global Capital Markets Ltd,bse,,530263,GLOBALCA
INE425H01016,Global Defence Industries Ltd,bse,,512091,GDIL
INE291W01037,Global Education Limited,nse,GLOBAL,,
INE474Q01031,Global Health Limited,both nse/bse,MEDANTA,543654,MEDANTA
INE377M01043,Global Infratech & Finance Ltd,bse,,531463,GBLINFRA
INE0J2K01014,Global Longlife Hospital and Research Ltd,bse,,543520,GLHRL
INE1ITY01011,Global Ocean Logistics India Ltd,bse,,544665,GLOBALLOG
INE0JSX01015,Global Surfaces Limited,both nse/bse,GSLSU,543829,GSLSU
INE792H01019,Global Vectra Helicorp Limited,both nse/bse,GLOBALVECT,532773,GLOBALVECT
INE0URU01010,Globale Tessile Limited,both nse/bse,GLOBALE,544234,GLOBALE
INE632W01016,Globalspace Technologies Ltd,bse,,540654,GSTL
INE0V3U01015,Globe Civil Projects Limited,both nse/bse,GLOBECIVIL,544424,GLOBECIVIL
INE804Q01013,Globe Commercials Ltd,bse,,540266,GLCL
INE581X01021,GLOBE ENTERPRISES (INDIA) LIMITED,nse,GLOBE,,
INE947T01022,Globe International Carriers Limited,nse,GICL,,
INE12P601017,Globtier Infotech Ltd,bse,,544494,GLOBTIER
INE064L01015,Globus Constructors & Developers Ltd,bse,,526025,GLOBUSCON
INE615I01010,Globus Spirits Limited,both nse/bse,GLOBUSSPR,533104,GLOBUSSPR
INE350Z01018,Gloster Limited,both nse/bse,GLOSTERLTD,542351,GLOSTERLTD
INE0TQE01026,Glottis Limited,both nse/bse,GLOTTIS,544557,GLOTTIS
INE075D01018,GM Breweries Limited,both nse/bse,GMBREW,507488,GMBREW
INE541A01023,GMM Pfaudler Limited,both nse/bse,GMMPFAUDLR,505255,GMMPFAUDLR
INE776C01039,GMR AIRPORTS LIMITED,both nse/bse,GMRAIRPORT,532754,GMRAIRPORT
INE0CU601026,GMR Power and Urban Infra Limited,both nse/bse,GMRP&UI,543490,GMRP&UI
INE934S01014,GNA Axles Limited,both nse/bse,GNA,540124,GNA
INE18JU01028,GNG Electronics Limited,both nse/bse,EBGNG,544455,EBGNG
INE03JT01014,Go Digit General Insurance Limited,both nse/bse,GODIGIT,544179,GODIGIT
INE0BJS01011,Go Fashion (India) Limited,both nse/bse,GOCOLORS,543401,GOCOLORS
INE426D01013,Goa Carbon Limited,both nse/bse,GOACARBON,509567,GOACARBON
INE492Z01018,Goblin India Ltd,bse,,542850,GOBLIN
INE077F01035,GOCL Corporation Limited,both nse/bse,GOCLCORP,506480,GOCLCORP
INE497S01012,Godavari Biorefineries Limited,both nse/bse,GODAVARIB,544279,GODAVARIB
INE362C01012,Godavari Drugs Ltd,bse,,530317,GODAVARI
INE177H01039,Godawari Power And Ispat limited,both nse/bse,GPIL,532734,GPIL
INE260B01028,Godfrey Phillips India Limited,both nse/bse,GODFRYPHLP,500163,GODFRYPHLP
